race_id,trio_key,group_market_p,group_hit,group_score_percentile,period,effective_group_odds
1120240501010007,1-4-5,0.0131477815602062,0,0.4,2024_H1,76.05845863964268
1120240501010007,4-5-7,0.0031057216902487,0,0.9428571428571428,2024_H1,321.9863528466783
1120240501030007,1-4-5,0.1303176532996321,0,0.2,2024_H1,7.673557455034552
1120241001030003,1-2-7,0.0253760538969635,0,0.3714285714285714,2024_H2,39.407230299099425
1120241001030003,2-6-7,0.0027901988603925,0,1.0,2024_H2,358.39739389017205
1120250519010009,1-2-3,0.0051082100746224005,0,0.4285714285714285,2025_H1,195.7632879994506
1120250519010011,1-3-5,0.0111293865615914,0,0.8857142857142857,2025_H1,89.85221193152708
1120250519020007,1-2-3,0.0096138045672287,0,0.3714285714285714,2025_H1,104.0170926095976
1120250519020007,1-3-5,0.0122702281940821,0,0.3142857142857143,2025_H1,81.49807682324094
1120250519020009,1-2-3,0.1037645319901678,0,0.1142857142857142,2025_H1,9.6372043589495
1120250519020010,3-4-5,0.0057739477288781,0,0.4857142857142857,2025_H1,173.19173067649226
1120250519020010,3-5-6,0.0078340659940441,0,0.9142857142857144,2025_H1,127.64763543736504
1120250602020001,1-2-5,0.020246881519303598,0,0.7428571428571429,2025_H1,49.39032211190593
1120250602030001,1-2-5,0.044129200524966,0,0.0571428571428571,2025_H1,22.660732306588063
1120250602030001,1-5-6,0.0106621794202603,0,0.4571428571428571,2025_H1,93.78945528714303
1120250602030002,1-2-3,0.0921716621660062,0,0.0285714285714285,2025_H1,10.8493215430893
1120250602030002,1-2-5,0.076311692531082,0,0.1142857142857142,2025_H1,13.104151760134226
1120250602030002,1-2-6,0.0235962611395547,0,0.2285714285714285,2025_H1,42.379595398005144
1120250701010002,1-2-3,0.0098864157645255,0,0.0285714285714285,2025_H2,101.14889195619371
1120250701010002,1-3-5,0.0065001049602514,0,0.2,2025_H2,153.84366961996315
1120250701010007,1-2-4,0.0568476190432953,0,0.0571428571428571,2025_H2,17.590886246940215
1120250701010007,2-4-5,0.0072334917596536,0,0.3714285714285714,2025_H2,138.24582003089034
1120250701020002,1-2-3,0.0222116426737698,0,0.0285714285714285,2025_H2,45.02143378980796
1120250701020002,1-2-4,0.34713561182591457,1,0.0571428571428571,2025_H2,2.880718560507388
1120250701020002,2-3-7,0.0054266342867986,0,0.6285714285714286,2025_H2,184.27628381604873
1120250701020002,2-4-7,0.0253320947431902,0,0.7142857142857143,2025_H2,39.47561424105368
1120250701020005,1-2-3,0.022725623858627,0,0.0285714285714285,2025_H2,44.003192441310446
1120250701020005,2-3-6,0.0026856108826196,1,0.4285714285714285,2025_H2,372.3547616192929
1120250701020007,1-2-4,0.0168196927359173,0,0.0571428571428571,2025_H2,59.45411819947035
1120250701020007,2-4-5,0.0173368559030104,0,0.4857142857142857,2025_H2,57.68058554529246
1120250701030002,2-3-6,0.0049290462627886,0,0.65,2025_H2,202.8790047172841
1120250701030002,3-5-6,0.012085792842881301,0,0.95,2025_H2,82.74177896314133
1120250701030007,1-2-3,0.012383614763182199,0,0.0285714285714285,2025_H2,80.75186600386715
1120250701030007,1-2-4,0.035201811518267,0,0.0571428571428571,2025_H2,28.407628950603236
1120250701030007,1-3-6,0.0228062872997336,0,0.2285714285714285,2025_H2,43.847557774635284
1120250701030007,1-4-6,0.0083999598098813,0,0.2571428571428571,2025_H2,119.04818863819435
1120250701030007,2-3-5,0.0036528541993476,0,0.4,2025_H2,273.75853111755737
1120250701030007,2-4-5,0.0099168243423909,0,0.4571428571428571,2025_H2,100.83873279123796
1120250701030007,3-5-6,0.009061084277235301,0,0.6857142857142857,2025_H2,110.36206809292783
1120250701030007,4-5-6,0.0032263484653674,0,0.7142857142857143,2025_H2,309.94792122869006
1120250708020011,1-2-5,0.0051473263645815,0,0.6,2025_H2,194.27561595490639
1120250708020011,2-5-6,0.0017849921813433,0,0.9714285714285714,2025_H2,560.2265435400662
1120250708030011,2-5-6,0.013221462618139,0,0.9428571428571428,2025_H2,75.63459723647095
1120250708030011,5-6-7,0.0114203018014057,0,0.9714285714285714,2025_H2,87.56336017993081
1120250713010009,2-3-4,0.014640802987709,0,0.2,2025_H2,68.30226462575196
1120250713010009,2-4-7,0.0107018345694772,0,0.7428571428571429,2025_H2,93.44192283182073
1120250713020009,2-3-4,0.008188334214279,0,0.3428571428571428,2025_H2,122.12496141842595
1120250713030009,2-3-4,0.0296782841668269,0,0.1142857142857142,2025_H2,33.69467029760961
1120250713030009,3-4-5,0.0169618264093211,0,0.5142857142857142,2025_H2,58.95591523389639
1120250722020008,1-2-3,0.034428187625269197,0,0.2857142857142857,2025_H2,29.045966952556974
1120250722020008,1-2-7,0.2391741416078093,0,0.1142857142857142,2025_H2,4.181053993871004
1120250722020008,1-3-4,0.0101710715564421,0,0.8,2025_H2,98.31805768455392
1120250722020008,1-4-7,0.1395244640222321,0,0.6285714285714286,2025_H2,7.167201873935586
1120250722030011,5-6-7,0.003397318577869,0,0.4285714285714285,2025_H2,294.3497870686179
1120250908010009,3-4-5,0.0042331639439883,0,0.7714285714285715,2025_H2,236.22992476351962
1120250908010009,4-5-7,0.0092885214138149,0,0.3714285714285714,2025_H2,107.65976148934654
1120250908020011,1-3-6,0.0039713890317626,0,0.6285714285714286,2025_H2,251.80106809031886
1120260430030003,1-2-3,0.0061473401615713,0,0.5142857142857142,2026_H1,162.67198068056697
1120260430030003,1-3-6,0.0041765041098391995,0,0.6571428571428571,2026_H1,239.43469794370708
1120260430030003,2-3-4,0.0090725362688557,0,0.3142857142857143,2026_H1,110.22276134985657
1120260430030003,3-4-6,0.0107414702794648,0,0.4857142857142857,2026_H1,93.09712487980049
1220240704010001,1-2-3,0.0038910013851396,0,0.5714285714285714,2024_H2,257.00324955400197
1220240704010001,1-2-7,0.003226003061012,0,0.2285714285714285,2024_H2,309.98110698825536
1220241003010007,1-2-3,0.0317033088416831,0,0.0285714285714285,2024_H2,31.542448928397437
1220241003010007,1-3-5,0.0190287898031451,0,0.1714285714285714,2024_H2,52.551949458957125
1220241003010007,2-3-6,0.0136018460836428,0,0.3142857142857143,2024_H2,73.5194321308026
1220241003010007,3-5-6,0.012289609228356299,0,0.7428571428571429,2024_H2,81.36955223056732
1220241003020001,1-2-3,0.3293604995954778,1,0.0285714285714285,2024_H2,3.0361867960128945
1220241003020001,1-2-4,0.027869461659514698,0,0.0571428571428571,2024_H2,35.88156858633104
1220241003020001,2-3-7,0.0638732332319917,0,0.4857142857142857,2024_H2,15.656010341106978
1220241003020001,2-4-7,0.0194527699481654,0,0.5714285714285714,2024_H2,51.40656074505783
1220241003020007,1-2-3,0.2282596862272233,0,0.0285714285714285,2024_H2,4.380975092573028
1220241003020007,2-3-6,0.0469866655924833,0,0.2857142857142857,2024_H2,21.28263385772101
1220241003030007,1-2-3,0.03715157752361,0,0.0285714285714285,2024_H2,26.916757420717744
1220241003030007,1-2-4,0.0507748666455637,0,0.0571428571428571,2024_H2,19.694783385263147
1220241003030007,2-3-6,0.0108050400650267,0,0.3714285714285714,2024_H2,92.54940231427351
1220241003030007,2-4-6,0.021070875421307,0,0.4571428571428571,2024_H2,47.4588729706405
1220250531010002,1-2-3,0.0292752671735828,0,0.2571428571428571,2025_H1,34.15852685718177
1220250531010002,1-3-5,0.11315662073825139,0,0.0285714285714285,2025_H1,8.837308797981457
1220250531010002,2-3-7,0.0048708024293542,0,0.7428571428571429,2025_H1,205.30498095620476
1220250531010002,3-5-7,0.014400004292576301,0,0.4285714285714285,2025_H1,69.44442374336892
1220250623020005,2-3-4,0.014270741319226,0,0.1714285714285714,2025_H1,70.0734445135494
1220250623020005,2-3-6,0.0048207551205695,0,0.8285714285714286,2025_H1,207.43638185087173
1220250623020005,3-4-5,0.322168709246875,1,0.0285714285714285,2025_H1,3.10396376587184
1220250623020005,3-5-6,0.0100397936573084,0,0.5428571428571428,2025_H1,99.60364068558886
1220250717010004,1-2-3,0.0062874630481136,0,0.0285714285714285,2025_H2,159.04666036964235
1220250717010004,1-3-6,0.0013169730295338,0,0.3142857142857143,2025_H2,759.3169925081864
1220250717020001,2-4-6,0.0104849807677109,0,0.8857142857142857,2025_H2,95.37451924371263
1220250717030003,2-3-6,0.0032400879665985998,0,0.5714285714285714,2025_H2,308.6335958494937
1220250717030003,2-6-7,0.0684082622514815,0,0.8857142857142857,2025_H2,14.618117272498663
1220250717030003,3-4-6,0.0075301490618322,0,0.7428571428571429,2025_H2,132.7994959712902
1220250717030003,4-6-7,0.0071001091087175,0,0.9714285714285714,2025_H2,140.84290602974002
1220250717030011,1-4-7,0.0064488506195089,0,0.2571428571428571,2025_H2,155.06639229242268
1220250717030011,4-5-7,0.0073770978755809,0,0.6571428571428571,2025_H2,135.5546607711581
1220250728010008,1-4-7,0.0042340088986389,0,0.5714285714285714,2025_H2,236.18278183625648
1220250728010008,4-5-7,0.0015675224484256,0,0.9428571428571428,2025_H2,637.9493965170244
1220250728020008,2-5-7,0.0557204735953225,0,0.8285714285714286,2025_H2,17.94672470414799
1220250728020008,4-5-7,0.029027393465418404,0,0.9428571428571428,2025_H2,34.450216868122986
1220250818020002,2-3-4,0.0037694801810627,0,0.3142857142857143,2025_H2,265.2885681754872
1220250818020002,2-3-7,0.1303376834198744,0,0.2285714285714285,2025_H2,7.67237819302469
1220250818030002,1-2-3,0.015151780304480401,0,0.3142857142857143,2025_H2,65.99884501389575
1220250818030002,2-3-7,0.1837290453020577,0,0.0285714285714285,2025_H2,5.44279756287832
1220250818030004,1-2-3,0.11252995236941521,1,0.0285714285714285,2025_H2,8.886522911848246
1220250818030004,2-3-6,0.0067558656382708,0,0.5428571428571428,2025_H2,148.01952163393756
1220250818030006,1-3-5,0.2332812929429029,1,0.0571428571428571,2025_H2,4.286670342849808
1220250818030006,3-4-5,0.1058939845379471,0,0.5714285714285714,2025_H2,9.443407048694537
