race_id,trio_key,group_market_p,effective_group_odds,group_hit,group_score_percentile,unordered_role_set,entropy_norm,hhi,rank1_conditional_share,rank6_conditional_share,rank1_to_rank6_share_ratio,winner_odds_rank,rank1_exact_market_p,rank1_exact_hit
3520240101030003,1-2-3,0.0187945780772724,53.20683422041081,0,0.0285714285714285,BANTE+BANTE+BANTE,0.9861368590875199,0.17513156187429377,0.22602278258858363,0.11862665530683018,1.9053287981859663,,0.0042480028346035,0
3520240101030003,1-3-5,0.0093116601447725,107.3922355898473,0,0.2285714285714285,BANTE+BANTE+RYO,0.9985486272905115,0.1675147256574221,0.18071889678799197,0.14416718871316775,1.2535369413878688,,0.001682792948628,0
3520240101020004,1-5-7,0.0085165748853878,117.41809512128364,0,0.3142857142857143,BANTE+BANTE+RYO,0.9838865995609524,0.1766052097868192,0.23774271999773572,0.12480900726791404,1.9048522634860725,,0.0020247536783165,0
3520240101040004,1-5-7,0.0062823411794775,159.1763279693717,0,0.2285714285714285,BANTE+BANTE+BANTE,0.906173976936024,0.2251982529883268,0.33644970515499684,0.0695581853837082,4.836953455571305,,0.0021136918375183,0
3520240101040004,4-5-7,0.010606440480258,94.28233740257365,0,0.5428571428571428,BANTE+BANTE+RYO,0.9391330062188843,0.2011851698043063,0.252397676234165,0.07205110614781962,3.503036798857014,,0.0026770409303331,0
2720240101010001,5-6-7,0.0025600200658883,390.62193821242977,0,0.8285714285714286,BANTE+BANTE+BANTE,0.9135654080818768,0.2186718927873187,0.31570602281512133,0.06825777624671338,4.6252022871946785,,0.0008082137533285,0
2720240101020002,1-2-3,0.047581315729266896,21.01665295869294,0,0.0285714285714285,BANTE+BANTE+RYO,0.8410431315278227,0.28463907745869493,0.46960229455394187,0.05458597108798397,8.602985074626906,,0.0223442950443593,0
2720240101030002,1-3-6,0.12170652294710062,8.216486477348852,0,0.6,BANTE+BANTE+RYO,0.9069796559514816,0.22854681511789127,0.3745109941531368,0.06604279896893961,5.670731707317128,,0.0455804309038402,0
2720240101030002,1-5-6,0.16297041974517834,6.136082864384879,0,0.7,BANTE+BANTE+RYO,0.7361627891828373,0.3463618673903206,0.5212316973560746,0.02514714329349484,20.727272727272716,,0.0849453485026112,0
2720240101030004,1-2-3,0.2571239719774237,3.88917451884962,0,0.0571428571428571,BANTE+BANTE+RYO,0.9839790356219467,0.17664574218925488,0.2348922493718322,0.12887893328366018,1.8225806451612898,,0.060396428145197,0
2720240101030004,2-3-4,0.0342244967318332,29.218837250859295,0,0.0285714285714285,BANTE+BANTE+RYO,0.9273427292215048,0.21031292465318815,0.29772035667885244,0.07407733993194066,4.01904761904769,,0.0101893293741556,0
