month,race_id,trio_key,group_score_percentile,role_ok,top3_spread,unordered_role_set,group_market_p,effective_group_odds,entropy_norm,hhi,rank1_conditional_share,rank6_conditional_share,rank1_to_rank6_share_ratio,group_hit,winner_odds_rank,rank1_exact_hit,selected_rider_score_ranks,selected_min_score_rank,selected_max_score_rank,rank1_posted_odds,rank1_order,rank1_exact_market_p,race_uid,half_year,odds_band
2024_01,3520240101030003,1-2-3,0.0285714285714285,1,1,BANTE+BANTE+BANTE,0.0187945780772727,53.20683422040981,0.9861368590875198,0.1751315618742938,0.2260227825885844,0.1186266553068321,1.9053287981859413,0,,0,1-2-3,1,3,176.4,1-2-3,0.004248002834603582,2024_01|3520240101030003,2024_H1,100_TO_200
2024_01,3520240101030003,1-3-5,0.2285714285714285,1,1,BANTE+BANTE+RYO,0.0093116601447728,107.39223558984338,0.998548627290512,0.1675147256574218,0.1807188967879915,0.144167188713172,1.2535369413878283,0,,0,2-3-4,2,4,445.3,1-5-3,0.0016827929486280498,2024_01|3520240101030003,2024_H1,GE200
2024_01,3520240101020004,1-5-7,0.3142857142857143,1,1,BANTE+BANTE+RYO,0.0085165748853881,117.41809512127878,0.983886599560954,0.1766052097868181,0.23774271999773,0.1248090072679132,1.90485226348604,0,,0,2-4-5,2,5,368.9,5-1-7,0.0020247536783165225,2024_01|3520240101020004,2024_H1,GE200
2024_01,3520240101040004,1-5-7,0.2285714285714285,1,1,BANTE+BANTE+BANTE,0.0062823411794777,159.1763279693665,0.906173976936028,0.2251982529883236,0.3364497051549881,0.0695581853837075,4.836953455571227,0,,0,1-3-6,1,6,354.5,1-7-5,0.0021136918375183125,2024_01|3520240101040004,2024_H1,GE200
2024_01,3520240101040004,4-5-7,0.5428571428571428,1,1,BANTE+BANTE+RYO,0.0106064404802583,94.28233740257092,0.9391330062188874,0.2011851698043048,0.2523976762341603,0.072051106147824,3.5030367988567344,0,,0,3-5-6,3,6,279.9,4-7-5,0.0026770409303331264,2024_01|3520240101040004,2024_H1,GE200
2024_01,2720240101010001,5-6-7,0.8285714285714286,1,1,BANTE+BANTE+BANTE,0.0025600200658886,390.6219382123825,0.9135654080818874,0.2186718927873138,0.3157060228151155,0.068257776246724,4.625202287193873,0,,0,3-5-7,3,7,926.9,7-5-6,0.0008082137533285798,2024_01|2720240101010001,2024_H1,GE200
2024_01,2720240101020002,1-2-3,0.0285714285714285,1,1,BANTE+BANTE+RYO,0.0475813157292671,21.01665295869284,0.8410431315278244,0.2846390774586935,0.46960229455394,0.054585971087984,8.602985074626863,0,,0,1-2-3,1,3,33.5,1-2-3,0.022344295044359305,2024_01|2720240101020002,2024_H1,30_TO_50
2024_01,2720240101030002,1-3-6,0.6,1,1,BANTE+BANTE+RYO,0.1217065229471008,8.216486477348834,0.9069796559514824,0.2285468151178908,0.374510994153136,0.0660427989689401,5.670731707317073,0,,0,1-3-6,1,6,16.4,1-3-6,0.04558043090384018,2024_01|2720240101030002,2024_H1,LT30
2024_01,2720240101030002,1-5-6,0.7,1,1,BANTE+BANTE+RYO,0.1629704197451784,6.136082864384874,0.7361627891828372,0.3463618673903205,0.5212316973560744,0.0251471432934948,20.727272727272727,0,,0,1-4-6,1,6,8.8,1-5-6,0.08494534850261125,2024_01|2720240101030002,2024_H1,LT30
2024_01,2720240101030004,1-2-3,0.0571428571428571,1,1,BANTE+BANTE+RYO,0.257123971977424,3.889174518849616,0.9839790356219468,0.1766457421892548,0.2348922493718321,0.12887893328366,1.8225806451612905,0,,0,1-2-4,1,4,12.4,3-1-2,0.06039642814519704,2024_01|2720240101030004,2024_H1,LT30
